iid,id,idg,partner,pid,wave,round,position,positin1,order,condtn,undergrd,zipcode,career,from,field,gender,age,age_o,race,race_o,samerace,imprace,goal,date,go_out,field_cd,career_c,income,mn_sat,tuition,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,attr,sinc,intel,fun,amb,shar,like,prob,met,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,dec,dec_o,int_corr,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,match
74,106,208,57,449,15,1,5,5,7,1,Columbia,10248,Arts,NY,Science,1,42,33,6,1,0,7,3,3,6,2,4,26555,898,18849,8,4,6,41,65,87,41,83,9,5,4,6,5,5,6,6,6,3,5,2,3,1,1,6,5,1,5,1,5,2,0,0,0.613507753951432,3,1,5,4,1,6,10,1,5,1,8,5,6,8,4,9,7,0
75,232,3,216,26,14,14,8,1,13,1,Columbia,16423,Other,FL,Arts,0,29,20,6,5,0,7,1,2,4,3,14,109371,1015,12539,8,1,98,55,63,38,88,38,8,5,10,6,4,7,5,10,2,4,6,5,3,2,4,4,2,5,2,5,1,1,1,0,-0.5135422837671935,3,2,8,2,4,7,4,5,10,3,4,7,10,7,7,4,3,0
76,178,134,173,333,12,12,6,8,7,2,NYU,19659,Business,Other,Business,1,43,18,1,6,0,4,1,3,4,11,11,127018,1166,45063,9,3,19,26,95,36,61,94,10,4,8,6,8,6,6,3,1,5,5,6,3,1,6,6,8,5,4,7,3,1,1,0,-0.46103946236068705,2,9,6,9,4,5,2,8,2,7,10,6,7,9,10,7,8,0
77,326,205,289,208,19,11,11,19,8,2,Other,18548,Science,FL,Arts,1,23,26,2,5,0,7,3,5,1,15,1,111600,1236,57813,2,6,36,74,77,52,21,86,7,3,8,3,5,2,6,10,5,6,6,5,5,1,6,6,5,6,4,5,3,1,0,0,-0.41128653132434967,8,4,4,4,7,8,10,1,7,6,2,2,5,1,1,4,10,0
78,283,269,69,65,10,8,9,16,11,1,Other,18728,Medicine,Other,Arts,1,31,26,6,4,0,4,1,4,2,14,14,110516,1528,47868,8,3,37,5,58,23,13,51,8,8,8,4,4,8,8,8,10,4,10,9,9,2,9,7,8,9,3,9,9,10,1,1,0.7262951799730846,4,6,1,10,6,6,7,6,2,10,4,3,1,5,5,2,2,1
79,61,262,177,237,19,4,9,12,2,1,NYU,19479,Business,CA,Business,0,29,39,6,1,0,3,1,6,1,18,16,79818,880,37397,5,2,43,84,53,72,68,23,8,9,7,1,4,2,6,8,3,6,6,1,5,1,2,7,8,3,4,4,1,4,0,0,-0.370719005144339,5,6,5,4,4,2,4,2,5,7,2,1,2,9,4,5,6,0
80,405,169,448,431,20,9,16,18,11,1,Columbia,10644,Law,FL,Law,1,28,43,2,1,0,7,1,2,5,12,7,46456,1477,55325,10,2,33,28,9,78,45,45,4,9,6,9,5,4,3,4,2,3,2,4,1,1,1,4,10,3,5,7,4,2,0,0,-0.29864407002162574,5,4,9,3,10,8,6,3,3,9,2,5,9,5,6,9,6,0
81,397,122,30,320,9,13,12,1,5,1,Other,14223,Science,CA,Other,0,36,34,2,3,0,3,2,1,7,7,1,48533,1482,38565,9,4,96,24,67,60,64,35,8,4,8,4,1,4,4,2,7,5,1,2,3,2,1,7,8,6,6,1,1,4,0,0,0.6824999127779452,8,10,7,6,10,6,2,1,3,10,10,10,7,6,10,8,3,0
82,268,144,307,421,8,7,4,9,13,1,NYU,11310,Arts,NY,Arts,1,38,41,6,3,0,1,6,5,3,6,2,38271,1599,55713,8,4,10,93,28,45,31,17,8,7,3,4,5,5,3,5,7,4,5,3,4,2,6,1,5,3,2,3,3,2,0,0,0.5821825922873554,6,9,4,2,9,4,10,10,10,2,5,3,3,10,6,3,5,0
83,217,38,171,331,10,4,6,13,8,2,NYU,18832,Science,FL,Medicine,0,22,19,5,5,1,10,1,1,3,6,10,118413,1495,28394,9,9,98,44,20,59,14,62,3,6,2,9,4,5,2,9,3,1,6,3,3,2,4,5,9,2,2,5,4,1,1,0,0.0010736555602612885,10,6,1,4,8,9,7,9,1,9,4,4,10,10,4,8,8,0
84,33,43,320,374,17,11,10,17,13,1,NYU,12354,Other,Other,Law,1,31,26,3,6,0,7,2,2,2,16,13,88479,1210,29406,10,7,99,57,72,11,66,75,1,8,10,5,8,3,7,3,3,6,3,4,3,1,3,6,1,4,3,3,5,4,0,1,0.11329238931216579,2,2,5,3,7,5,9,2,4,4,1,3,7,4,4,7,7,0
85,45,257,352,64,16,13,12,6,10,1,Other,16500,Other,NY,Business,0,38,41,4,5,0,9,4,4,6,17,8,50821,1410,56668,4,2,88,25,93,56,7,42,1,5,3,1,1,8,7,4,8,9,10,9,8,2,7,6,3,7,9,10,9,7,1,1,-0.4554258557657411,1,4,4,2,7,8,5,2,3,3,8,5,7,8,1,8,1,1
86,280,107,200,48,9,6,19,13,3,1,Other,19741,Arts,CA,Science,0,41,36,2,4,0,3,3,6,3,13,1,88604,1315,57995,7,6,22,69,5,61,81,48,9,1,9,2,2,7,2,2,3,7,1,6,5,2,4,4,3,2,7,5,3,4,0,0,0.07701763194306666,8,3,6,1,5,5,2,2,5,8,10,7,5,3,2,10,1,0
87,356,114,242,336,21,9,1,5,3,2,Other,15756,Medicine,FL,Other,1,33,30,6,5,0,3,3,4,6,11,17,26653,801,19975,7,1,20,4,100,54,35,81,2,2,6,4,3,6,5,6,3,2,4,6,2,2,4,4,9,6,5,3,5,2,0,0,-0.5023610982605493,1,9,4,8,7,9,9,5,9,1,6,3,2,3,1,4,10,0
88,339,184,385,133,21,12,3,14,12,2,Other,12903,Science,FL,Science,0,42,22,6,5,0,2,5,3,3,11,17,50696,1345,50811,6,8,56,26,5,75,43,21,8,1,3,9,5,2,7,9,7,2,4,3,2,1,1,3,2,5,3,3,3,2,0,0,0.1484772783270143,9,9,9,10,6,4,8,2,9,9,10,3,3,2,6,7,9,0
89,392,14,288,343,16,5,19,3,13,2,Columbia,17614,Business,Other,Other,1,30,26,5,2,0,4,4,2,7,13,15,44249,848,29699,9,1,67,23,26,31,30,73,10,4,6,9,8,4,4,5,7,5,1,3,2,2,3,1,7,2,1,1,3,3,1,1,0.3639046975388691,10,8,7,2,4,7,4,10,9,8,10,1,6,10,1,9,1,0
90,278,103,377,39,3,12,6,8,2,1,Other,11748,Law,CA,Other,1,42,30,5,4,0,10,4,5,5,7,12,25254,966,24557,5,5,77,85,3,90,70,61,2,4,3,1,3,2,6,3,4,3,2,1,4,2,6,2,9,3,3,2,2,1,1,0,0.2324770774594067,4,8,8,10,1,4,10,6,8,7,3,6,1,4,2,1,6,0
91,394,274,493,451,12,13,8,9,12,1,Other,14741,Medicine,FL,Business,1,39,18,5,2,0,4,5,1,7,9,13,30875,1133,57237,1,7,30,34,90,5,78,51,5,10,8,9,2,8,10,9,10,7,6,8,6,2,9,9,10,9,8,5,7,6,1,1,-0.46907585922968864,4,3,9,3,8,9,5,8,6,4,4,5,2,2,10,7,5,1
92,181,256,372,311,18,12,16,11,7,2,Other,11058,Arts,CA,Science,1,39,42,1,2,0,8,4,5,5,9,13,122673,876,39574,2,3,98,37,74,8,75,15,2,5,4,1,10,9,5,6,7,4,8,8,10,2,9,4,6,7,5,7,9,9,1,1,0.763475318033576,6,7,2,1,9,8,9,5,7,7,10,5,9,9,6,2,9,1
93,149,257,217,323,4,12,14,5,14,2,Columbia,10990,Medicine,TX,Business,1,42,32,5,3,0,4,1,3,2,15,4,61098,1479,56537,4,7,5,94,28,28,65,35,3,4,10,6,4,3,1,8,6,3,3,6,4,1,6,1,5,5,7,3,5,4,1,0,0.5759398166688876,5,4,1,2,2,7,8,5,9,3,1,1,6,9,7,4,3,0
94,327,253,246,429,18,9,15,17,14,2,Other,16653,Medicine,Other,Medicine,1,37,21,6,2,0,7,1,2,4,12,14,129233,1296,31927,3,2,37,59,57,32,84,97,3,4,9,6,10,6,2,4,4,5,3,4,1,1,5,4,4,1,4,3,1,1,0,0,0.06681133075963341,4,9,6,4,9,10,10,10,10,4,5,3,9,8,9,7,3,0
95,235,13,65,91,4,3,13,19,13,1,Columbia,18280,Law,TX,Other,1,39,21,5,3,0,4,6,1,5,14,7,37162,1021,28400,9,7,32,40,28,42,16,69,1,1,1,10,3,1,3,5,1,7,4,6,3,2,3,4,8,3,1,1,3,1,0,0,0.5387880067618207,2,9,7,7,5,5,1,10,5,5,2,2,2,7,10,4,10,0
96,402,153,104,301,7,14,19,13,2,2,Other,16925,Arts,Other,Other,1,21,37,5,1,0,8,4,5,5,2,11,124579,981,52340,9,8,33,93,23,22,18,95,8,4,10,6,3,5,6,8,6,7,6,2,5,1,5,1,3,5,7,7,3,2,0,0,-0.025555368668209066,3,6,5,7,5,4,8,6,7,5,4,8,6,9,4,3,7,0
97,454,236,8,328,19,9,9,3,7,2,Other,19159,Business,FL,Law,1,28,27,2,3,0,3,2,3,6,12,6,131342,855,34071,7,5,92,28,80,0,86,70,9,6,6,1,4,7,1,7,2,5,4,3,4,2,4,7,4,1,1,5,2,2,0,0,-0.8710533860052245,1,7,5,1,4,2,5,6,6,10,6,3,10,3,2,1,3,0
98,12,51,182,93,21,12,19,6,4,1,Other,17804,Law,TX,Other,1,34,42,4,4,1,6,1,6,1,16,13,44021,814,14595,8,6,66,17,81,45,92,81,5,3,1,5,7,6,1,5,5,4,5,2,1,2,5,5,6,5,4,5,1,1,0,0,0.3876345280125615,1,8,9,4,9,9,9,3,1,2,7,8,5,6,7,8,10,0
99,41,169,319,151,3,13,12,12,10,1,Columbia,11676,Science,FL,Medicine,1,24,23,4,2,0,1,5,6,3,3,2,138480,941,39336,10,8,24,41,88,2,72,86,9,4,9,7,6,1,7,5,5,3,6,3,3,2,2,4,4,2,6,3,4,3,0,0,0.2269850752266236,5,1,4,7,1,9,9,8,9,6,7,10,2,4,1,4,10,0
100,426,90,246,114,15,7,10,5,1,2,Columbia,10006,Medicine,FL,Law,0,31,44,6,5,0,3,5,2,4,14,17,112447,985,49310,9,2,85,13,68,37,83,62,10,2,7,5,5,3,7,1,3,2,1,6,5,1,4,5,3,2,2,4,1,4,0,0,0.34763875696040114,8,2,8,10,8,10,9,2,4,9,1,5,1,6,10,5,7,0
101,209,39,472,2,10,1,6,6,2,2,Columbia,14798,Other,NY,Arts,0,43,41,1,2,0,2,5,5,4,2,5,118958,1109,20753,5,6,16,72,49,78,26,42,6,10,3,3,2,8,10,8,7,7,5,7,9,1,9,9,7,8,7,5,7,9,1,1,-0.2805484736503616,5,8,10,5,7,1,5,4,2,10,10,3,2,7,10,3,2,1
102,324,240,358,8,17,11,9,7,14,2,NYU,18556,Other,CA,Business,1,28,29,5,1,0,2,5,1,2,17,3,77292,927,58697,6,9,71,33,44,46,97,97,10,4,7,10,10,6,5,3,4,6,2,1,4,1,2,6,10,2,7,4,1,1,0,0,0.9511905258783864,9,8,4,1,1,2,9,1,5,4,1,2,9,1,5,1,7,0
103,203,197,253,93,4,5,18,19,10,2,Other,13570,Medicine,CA,Other,1,39,37,1,1,1,5,2,6,1,7,7,90726,1453,40820,6,3,47,0,27,68,54,22,2,6,1,2,4,10,10,4,8,7,10,8,6,2,10,10,5,8,7,9,7,7,1,1,-0.6309678341956073,3,9,9,2,9,3,9,3,6,2,2,6,9,2,10,7,9,1
104,394,157,80,150,12,14,16,8,8,1,Other,12626,Business,FL,Law,1,26,33,6,1,0,2,6,3,5,5,17,43701,839,37209,6,3,83,82,44,55,75,41,7,10,9,7,10,7,5,10,6,6,6,5,2,2,6,2,3,6,4,2,4,2,0,0,-0.8536573011008377,3,6,3,4,6,4,5,1,2,4,2,1,5,7,9,9,3,0
105,435,25,296,30,1,3,18,8,1,2,Other,14875,Science,NY,Medicine,1,40,20,2,2,1,1,5,1,6,1,8,61052,1535,16508,3,2,21,54,57,60,7,79,10,5,9,8,7,7,5,3,5,2,3,4,4,2,6,2,3,1,1,5,1,3,0,0,-0.8987864730759092,4,2,4,4,1,1,1,7,2,5,1,2,10,10,10,4,7,0
106,342,73,392,259,1,8,6,11,9,2,NYU,11448,Other,Other,Other,1,30,31,1,1,1,1,2,4,7,14,16,93698,1131,27915,6,7,90,95,13,41,84,44,8,3,9,9,10,4,7,7,7,7,7,2,1,1,1,4,9,4,5,3,4,3,0,0,-0.47670147095849247,3,10,6,8,10,7,10,3,6,10,3,10,7,8,10,2,4,0
107,239,72,450,235,15,6,2,3,3,2,Columbia,16990,Other,CA,Business,1,40,18,1,4,0,1,5,5,3,13,17,42427,1073,26807,7,2,19,71,56,90,70,89,8,8,4,8,3,5,7,5,6,5,7,3,5,2,5,1,10,5,2,2,5,4,0,0,0.7497696981665294,1,6,8,3,1,2,8,1,3,10,7,8,6,5,10,4,10,0
108,318,57,230,444,14,3,9,8,7,2,Other,16743,Arts,Other,Medicine,1,35,27,1,2,0,10,1,6,6,10,10,43358,1186,59052,5,6,87,41,90,21,80,89,1,9,4,5,9,10,7,4,8,8,6,9,7,1,10,6,5,9,7,5,10,6,1,1,0.607081753885951,10,3,6,5,6,9,7,4,10,10,4,4,4,4,3,8,2,1
109,385,80,92,441,6,1,5,12,3,2,NYU,17701,Other,TX,Science,1,28,32,1,3,0,4,4,5,5,2,16,23819,1536,30787,8,4,48,10,20,82,66,9,7,3,9,7,7,7,6,7,3,2,4,2,3,2,1,7,4,4,3,3,5,4,0,0,0.9673378161777773,5,6,4,9,4,3,6,1,3,7,4,8,5,6,4,5,2,0
110,78,181,370,367,20,5,18,14,5,2,NYU,15543,Law,Other,Law,0,32,24,3,6,0,4,4,3,4,7,9,64010,1024,27447,1,2,11,65,14,56,88,88,3,1,3,8,4,7,4,5,2,7,6,1,2,2,4,3,8,4,4,5,5,4,0,0,-0.31190249240846435,4,8,9,2,7,2,6,7,6,4,10,8,6,3,2,2,6,0
111,210,236,426,376,6,7,17,8,9,1,Other,18115,Business,TX,Other,1,42,21,2,2,1,3,2,3,7,12,9,36988,1163,45962,9,9,100,7,17,45,15,48,3,10,4,9,4,5,2,4,7,7,2,3,2,2,2,3,4,3,7,3,3,2,0,0,0.49690612092843867,6,3,6,1,7,1,7,9,4,10,4,4,6,1,6,10,2,0
112,296,179,334,408,10,6,1,11,3,1,Columbia,15033,Business,TX,Law,0,43,31,2,5,0,2,4,2,1,11,7,146538,1064,53107,2,6,83,67,17,35,6,25,6,9,3,5,4,9,8,7,7,4,7,8,10,1,8,9,6,8,4,7,9,9,1,1,0.8026209715910013,10,3,8,7,1,3,5,9,6,10,10,9,8,4,1,9,4,1
113,328,109,180,493,10,13,14,8,6,1,Columbia,14978,Arts,CA,Medicine,1,42,41,2,5,0,1,1,5,4,12,8,121601,1273,37684,5,5,37,44,27,8,55,94,3,5,3,3,1,7,5,7,5,4,2,3,3,2,5,3,10,6,6,4,1,4,0,0,-0.226876286776041,3,6,7,7,7,7,4,7,10,8,2,5,8,6,6,3,9,0
114,383,10,191,378,11,3,2,8,11,1,Columbia,14441,Other,FL,Medicine,1,39,33,4,6,0,8,1,3,5,14,8,143575,1335,18639,1,7,3,77,55,19,70,63,8,2,9,3,4,1,5,1,3,7,6,2,2,1,6,4,7,2,3,2,1,3,0,1,-0.9907459507734884,2,10,9,8,8,4,8,9,6,6,9,9,4,9,8,5,10,0
115,54,133,315,349,9,6,2,8,13,2,Other,17260,Law,FL,Arts,0,36,31,6,6,1,10,2,2,5,6,4,104761,1411,40765,5,3,42,98,2,10,31,18,4,1,2,4,1,7,5,8,2,5,1,4,3,2,6,1,10,6,4,6,5,4,1,0,-0.8933789584204626,5,7,4,10,8,2,2,2,9,7,4,9,10,9,1,4,4,0
116,7,62,292,432,14,6,14,5,14,1,Columbia,14444,Business,CA,Medicine,1,18,20,4,1,0,1,6,2,4,7,15,105657,1357,59389,1,9,24,91,25,42,88,61,7,3,6,2,9,4,2,6,4,2,5,1,5,2,3,4,4,6,2,2,4,2,0,0,-0.8171612716855317,7,1,2,2,3,2,10,1,1,4,5,7,1,9,7,1,2,0
117,280,70,498,138,5,7,11,1,11,1,Other,17715,Science,CA,Business,0,21,34,2,3,0,3,1,1,5,18,6,45212,1472,29315,9,5,57,92,61,27,43,98,4,7,3,2,2,4,2,1,3,7,5,4,5,2,5,7,5,6,2,1,2,3,0,0,-0.3580207189691871,3,4,3,1,6,5,7,5,9,7,9,10,4,10,2,10,10,0
118,418,69,270,82,3,3,4,16,3,1,Columbia,16718,Business,NY,Science,1,31,38,4,2,0,2,6,2,4,18,11,74411,865,33929,3,2,14,30,21,72,9,86,7,5,6,3,8,5,1,4,4,1,4,3,3,1,6,5,8,5,6,4,3,2,0,0,0.6890961065418049,6,2,7,10,7,3,3,3,9,10,4,6,7,9,7,6,3,0
119,223,114,375,285,10,5,8,17,11,1,NYU,17033,Business,FL,Law,1,31,31,1,3,0,5,2,6,6,11,13,134500,1413,12506,10,8,61,63,23,40,70,27,4,7,10,6,4,5,2,7,7,2,7,1,2,1,5,1,3,4,7,4,3,1,0,0,-0.9371094921906313,5,3,3,4,8,3,9,7,6,4,1,5,5,8,8,3,10,0
120,307,136,161,230,13,1,5,18,12,2,Columbia,16565,Business,TX,Medicine,0,20,35,4,5,0,4,1,7,4,7,10,48707,1535,55941,2,2,10,25,62,31,24,80,7,3,1,3,8,9,6,10,10,6,5,9,9,2,9,5,10,9,6,6,10,9,1,1,0.5271647077740587,5,3,5,4,2,8,6,7,1,3,10,10,10,4,6,10,10,1
121,493,72,163,361,9,7,12,19,11,1,NYU,12731,Medicine,FL,Arts,1,34,20,5,4,0,9,1,6,5,6,9,24025,1016,39016,6,9,65,5,65,90,23,21,2,10,9,4,7,3,2,9,3,6,7,6,1,2,1,6,1,6,3,7,4,2,0,0,-0.06684009964853366,5,3,6,9,7,9,2,1,1,6,2,6,4,6,1,10,5,0
122,192,86,20,403,17,9,8,8,3,1,Other,17487,Law,FL,Law,0,20,39,3,2,0,9,5,6,4,11,4,109048,1228,36253,4,2,20,65,78,46,88,18,1,7,9,7,4,6,4,4,5,4,7,5,3,1,6,6,3,4,4,4,5,4,1,0,-0.5829853616703962,1,4,6,6,9,5,2,8,7,6,8,2,6,1,3,7,5,0
123,243,250,106,221,17,9,8,16,10,1,Other,15157,Science,CA,Other,1,33,36,3,4,0,3,3,5,5,7,14,149388,1092,31422,7,9,61,82,36,23,7,24,4,1,9,1,1,6,10,7,9,7,10,10,6,2,7,10,6,8,8,10,10,5,1,1,0.06912418566521339,6,1,1,5,10,2,1,8,8,8,9,7,9,10,5,3,1,1
124,130,14,451,303,2,10,12,13,1,1,Columbia,12795,Business,CA,Other,0,31,20,5,2,0,4,2,4,6,1,17,68704,1377,15769,2,3,67,79,47,47,29,23,10,8,1,7,3,2,5,4,7,3,6,4,1,2,1,2,6,4,4,1,3,2,0,0,-0.46401120813451513,8,2,10,1,4,3,5,9,8,2,3,8,7,3,3,5,4,0
125,272,250,203,401,18,9,19,15,3,1,Columbia,17865,Business,Other,Science,0,37,29,1,1,1,9,6,4,4,1,16,44159,1497,21719,5,1,13,8,23,21,66,98,2,3,8,3,8,7,4,10,6,5,3,2,4,2,1,7,8,5,1,2,5,3,0,0,0.7059590233347595,10,10,9,6,9,6,8,7,4,1,9,9,4,4,6,1,3,0
126,206,143,8,4,14,10,10,14,7,1,Other,12506,Law,TX,Medicine,1,30,39,4,5,0,9,1,6,7,12,6,103435,1316,59943,7,2,99,66,53,40,41,17,6,5,8,7,1,5,4,3,1,6,7,5,2,2,2,2,3,2,7,1,3,4,0,0,0.3484663952749356,7,3,3,2,10,2,7,6,2,7,6,5,4,7,9,8,7,0
127,320,196,5,224,21,7,10,17,6,1,Other,16855,Other,CA,Arts,1,32,22,1,4,0,6,6,7,6,2,2,46803,1280,30568,6,8,25,67,84,55,7,43,6,4,1,5,6,5,3,1,5,2,7,1,2,2,1,6,7,6,4,3,4,1,0,0,-0.9653114791782358,1,6,3,6,7,6,2,5,2,5,5,3,10,5,2,10,9,0
128,31,247,84,483,6,7,2,7,10,2,Columbia,14021,Law,CA,Business,0,31,27,3,6,0,5,6,7,5,9,7,113904,1563,19630,6,6,9,97,83,70,22,20,9,3,7,5,5,1,3,2,6,5,4,5,5,1,6,7,6,4,2,7,5,3,0,0,0.9404358268186059,1,1,4,7,7,5,7,5,8,5,8,5,10,3,1,9,7,0
129,423,52,35,167,16,4,4,18,7,2,Other,12191,Law,TX,Science,1,41,26,6,4,0,10,5,6,5,8,17,119438,1003,43634,6,3,16,46,37,38,34,26,6,3,5,4,1,2,6,2,3,4,4,3,1,1,1,1,8,2,3,5,5,3,0,0,-0.7640885215151461,3,7,1,3,5,5,9,10,10,3,2,4,5,10,9,5,3,0
130,301,239,436,269,21,12,1,14,4,1,NYU,15948,Business,NY,Medicine,1,42,18,5,2,0,10,4,5,1,1,13,36568,1518,58020,1,6,91,60,62,8,60,69,9,7,1,3,2,1,6,7,3,7,7,2,3,1,3,7,2,2,7,3,4,1,0,0,-0.5897948694255206,6,5,9,2,7,3,10,9,2,1,8,5,9,3,2,1,10,0
131,143,6,234,208,11,4,6,15,1,1,NYU,13727,Other,TX,Other,1,36,30,2,6,0,3,1,6,2,1,5,61554,1371,59346,4,8,38,25,77,51,95,4,9,4,4,1,1,1,7,2,3,7,3,4,4,2,1,5,2,2,7,2,1,3,0,1,0.46447410307601045,3,1,5,8,3,8,8,9,4,10,7,8,7,2,5,10,1,0
132,407,45,361,302,6,3,13,19,11,2,Columbia,12412,Science,CA,Business,0,23,20,1,4,0,2,2,2,5,7,5,126744,1222,10546,7,4,4,100,17,42,80,45,7,6,10,1,4,1,5,10,5,4,6,5,1,1,2,2,6,6,2,7,2,3,0,0,0.9444407936464152,7,2,2,1,3,2,1,2,5,7,7,7,8,1,10,4,8,0
133,35,228,325,465,8,10,12,5,6,1,Columbia,17092,Other,CA,Other,0,27,36,1,3,0,10,4,5,7,7,7,78196,1533,46220,10,3,74,80,51,38,14,77,10,5,1,2,6,4,6,4,5,6,1,6,1,1,2,6,6,4,2,6,1,4,0,0,-0.6697358112721936,4,7,2,9,5,5,5,2,6,5,6,3,10,5,5,6,2,0
134,474,259,472,458,12,2,6,18,5,1,NYU,15992,Medicine,Other,Law,0,44,28,5,1,0,2,1,7,2,18,2,145365,1189,13566,1,7,18,88,35,33,90,13,3,4,7,3,4,1,2,4,6,7,1,1,5,1,4,5,8,3,5,7,1,2,0,1,0.4941090971117754,7,10,9,7,4,6,4,4,4,3,3,2,2,4,3,2,8,0
135,139,297,37,353,10,9,8,15,1,1,Columbia,13836,Other,CA,Arts,0,32,33,2,6,0,2,1,3,4,18,1,134872,1448,39113,9,9,33,26,0,81,47,44,4,2,10,5,8,2,1,4,7,5,6,1,1,1,1,5,1,2,1,7,4,4,0,0,0.7187975653769056,8,8,7,5,2,6,8,4,10,3,10,7,1,2,3,3,9,0
136,141,164,365,72,11,11,8,10,2,2,NYU,13409,Law,Other,Arts,0,38,23,6,1,0,1,1,7,7,7,8,53562,1135,49141,8,2,95,43,24,7,57,90,6,10,5,10,8,10,7,9,8,4,6,8,7,1,10,7,10,7,5,5,8,7,1,1,-0.6459991178546993,10,1,10,3,2,6,2,2,10,6,5,5,9,3,4,2,1,1
137,364,157,92,355,17,3,9,4,11,2,NYU,16134,Medicine,Other,Science,0,39,41,5,6,0,10,5,1,1,3,6,26643,1286,23162,3,4,57,47,61,65,57,32,1,5,2,8,10,5,1,6,3,2,3,4,3,1,6,3,6,6,3,3,5,4,0,0,0.6728716122910932,3,7,1,6,8,5,9,1,5,8,10,2,7,4,1,4,6,0
138,257,201,59,336,9,14,2,16,10,1,Columbia,16460,Arts,Other,Law,0,37,20,2,5,0,8,2,3,4,7,13,128330,1332,59028,8,4,38,39,47,13,89,25,10,3,6,10,1,5,7,10,2,7,4,1,2,1,5,4,3,6,2,5,4,2,1,0,0.296584893455216,6,8,8,2,4,5,3,1,5,8,10,10,5,3,8,6,8,0
139,496,62,469,166,16,4,6,4,14,2,Other,16827,Business,FL,Other,0,43,36,4,6,0,10,4,7,7,8,4,85139,1224,11936,8,1,46,84,100,87,18,34,10,7,9,10,2,4,5,9,6,7,7,1,1,1,2,3,10,1,1,5,4,2,0,1,0.08971189130657065,5,5,7,10,10,5,1,1,5,4,4,4,10,9,4,1,3,0
140,271,80,167,421,14,5,19,13,7,1,Columbia,15676,Other,FL,Other,0,23,23,3,6,0,7,5,7,4,4,7,42369,1139,29129,4,3,57,33,6,68,64,38,9,7,1,8,1,3,4,4,7,5,7,5,1,2,1,3,9,1,5,2,1,1,0,0,0.32366911168353774,2,10,6,4,7,5,4,2,9,10,8,6,1,1,2,8,2,0
141,233,62,56,406,8,2,16,17,9,1,Columbia,14133,Science,Other,Law,1,40,25,6,1,0,8,6,2,5,2,9,104048,1135,30419,6,1,18,10,90,7,84,0,10,9,1,3,6,1,3,4,7,3,5,4,2,1,6,2,10,6,5,3,2,2,0,0,-0.3563283043330314,1,2,7,1,9,9,4,8,7,7,6,7,1,6,8,7,2,0
142,17,68,95,163,20,8,6,16,5,1,Columbia,11772,Medicine,CA,Law,0,42,39,2,3,0,9,1,7,4,17,16,62215,1305,20220,9,8,80,23,55,69,83,29,9,9,9,6,2,3,2,8,3,5,2,1,2,1,6,7,1,6,2,7,1,2,1,0,-0.751360368829258,8,1,7,10,6,10,1,6,9,5,8,7,1,4,8,10,3,0
143,252,132,217,79,10,11,5,4,6,1,Columbia,15145,Arts,FL,Medicine,1,27,30,4,6,0,7,5,7,6,12,5,75356,986,52048,5,6,37,51,85,27,81,35,5,2,9,6,8,10,7,9,7,9,7,7,10,2,9,7,10,6,9,6,8,10,1,1,-0.9902648338723659,1,3,6,1,5,1,1,10,7,3,4,6,1,7,2,9,2,1
144,402,64,170,409,21,12,9,13,14,2,Columbia,12140,Other,CA,Law,1,24,29,6,3,0,5,1,4,5,2,5,67294,1448,44790,5,3,16,14,64,16,86,64,5,5,1,9,3,6,2,7,1,5,1,1,3,1,4,1,3,4,4,4,5,4,0,0,0.46626586853672913,8,6,10,4,1,4,9,10,8,9,9,8,10,3,2,4,7,0
145,438,268,340,60,9,1,18,16,1,2,NYU,19022,Arts,Other,Medicine,1,39,27,6,6,1,6,2,3,1,11,15,32287,1289,49190,1,6,32,12,38,51,9,60,4,7,2,2,8,4,2,7,3,1,1,1,2,2,3,2,9,1,1,1,1,1,0,0,-0.6496482849382772,10,6,1,9,9,7,7,9,3,10,5,10,10,2,1,3,6,0
146,298,210,152,139,14,7,9,4,3,2,Other,11074,Science,FL,Medicine,0,34,20,1,6,0,9,2,7,4,15,15,145708,1163,33226,6,9,15,13,87,98,77,83,3,2,2,9,9,5,5,3,3,3,2,6,1,1,3,2,3,2,5,4,3,3,0,0,-0.5901876530517627,9,8,4,3,10,9,1,1,7,4,9,3,1,3,7,4,4,0
147,24,53,126,391,10,9,4,19,5,1,NYU,15916,Medicine,Other,Business,0,35,21,5,6,0,10,6,1,5,2,1,40100,1348,35820,3,3,83,45,35,15,86,87,1,1,9,7,1,6,5,5,4,7,1,6,2,2,6,7,1,4,2,1,1,3,0,0,0.05022392953430144,9,1,9,5,2,9,5,5,6,3,3,2,9,7,5,10,6,0
148,127,46,82,460,17,4,13,1,8,1,Other,15070,Arts,CA,Medicine,0,34,18,6,5,0,4,3,2,6,18,13,77469,859,51997,3,1,55,82,73,28,32,48,5,8,9,2,3,4,5,8,6,7,4,3,4,2,6,4,4,6,4,6,1,2,0,0,0.6690517047225475,5,3,6,6,2,6,6,3,6,8,10,5,8,9,9,10,1,0
