gender,age,age_o,race,race_o,samerace,imprace,goal,date,go_out,field_cd,career_c,income,mn_sat,tuition,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,match
0,37,20,2,5,0,8,2,3,4,7,13,128330.0,1332,57566.3,8,4,38,39,47,13,89,25,10,3,6,10,1,6,8,8,2,4,5,3,1,5,8,10,10,5,3,8,6,8,0
0,43,36,4,6,0,10,4,7,7,8,4,85139.0,1224,12502.4,8,1,46,84,96,87,18,34,10,7,9,10,2,5,5,7,10,10,5,1,1,5,4,4,4,10,9,4,1,3,0
0,23,23,3,6,0,7,5,7,4,4,7,42369.0,1139,29129.0,4,3,57,33,6,68,64,38,9,7,1,8,1,2,10,6,4,7,5,4,2,9,10,8,6,1,1,2,8,2,0
1,40,25,6,1,0,8,6,2,5,2,9,104048.0,1135,30419.0,6,1,18,10,90,7,84,4,10,9,1,3,6,1,2,7,1,9,9,4,8,7,7,6,7,1,6,8,7,2,0
0,42,39,2,3,0,9,1,7,4,17,16,62215.0,1305,20220.0,9,8,80,23,55,69,83,29,9,9,9,6,2,8,1,7,10,6,10,1,6,9,5,8,7,1,4,8,10,3,0
1,27,30,4,6,0,7,5,7,6,12,5,75356.0,986,52048.0,5,6,37,51,85,27,81,35,5,2,9,6,8,1,3,6,1,5,1,1,10,7,3,4,6,1,7,2,9,2,1
1,24,29,6,3,0,5,1,4,5,2,5,67294.0,1448,44790.0,5,3,16,14,64,16,86,64,5,5,1,9,3,8,6,10,4,1,4,9,10,8,9,9,8,10,3,2,4,7,0
1,39,27,6,6,1,6,2,3,1,11,15,32287.0,1289,49190.0,1,6,32,12,38,51,9,60,4,7,2,2,8,10,6,1,9,9,7,7,9,3,10,5,10,10,2,1,3,6,0
0,34,20,1,6,0,9,2,7,4,15,15,143471.34999999998,1163,33226.0,6,9,15,13,87,96,77,83,3,2,2,9,9,9,8,4,3,10,9,1,1,7,4,9,3,1,3,7,4,4,0
0,35,21,5,6,0,10,6,1,5,2,1,40100.0,1348,35820.0,3,3,83,45,35,15,86,87,1,1,9,7,1,9,1,9,5,2,9,5,5,6,3,3,2,9,7,5,10,6,0
0,34,19,6,5,0,4,3,2,6,18,13,77469.0,859,51997.0,3,1,55,82,73,28,32,48,5,8,9,2,3,5,3,6,6,2,6,6,3,6,8,10,5,8,9,9,10,1,0
0,26,30,4,3,0,8,2,4,7,3,10,135147.0,924,19411.0,9,4,23,85,84,96,72,53,7,7,5,2,7,6,1,1,5,4,2,4,5,1,3,6,2,9,10,5,7,4,0
1,27,41,3,5,0,2,5,6,7,5,11,26252.95,950,42786.0,8,8,27,8,51,39,19,6,7,5,7,3,8,6,9,6,10,8,8,9,4,3,4,4,7,5,9,1,10,2,0
0,27,21,1,3,0,4,2,7,2,16,5,61689.0,1423,12839.0,1,8,5,29,67,22,52,93,7,1,5,5,8,1,1,10,10,6,10,10,5,10,4,10,5,4,3,5,7,4,0
0,42,39,2,3,0,7,1,4,2,6,7,108324.0,1297,57566.3,2,9,25,36,76,38,95,5,7,6,10,3,6,7,7,10,10,1,9,1,10,2,5,4,1,2,8,1,6,10,1
0,24,28,5,3,0,10,3,4,3,17,8,26252.95,1430,39564.0,9,3,80,27,50,87,36,59,6,9,6,8,8,10,3,3,8,2,7,7,2,1,9,1,7,7,4,5,9,2,0
0,33,36,3,3,1,8,6,4,6,5,10,27625.0,1182,12502.4,10,3,12,95,57,64,24,13,3,7,4,6,5,1,7,1,10,5,3,10,8,8,2,8,6,6,6,7,9,5,0
0,35,28,4,5,0,2,5,4,1,7,14,82554.0,1037,14092.0,4,8,41,57,92,54,20,46,4,3,4,9,7,5,9,10,5,9,9,6,2,8,3,7,4,5,9,8,3,8,0
1,23,29,4,2,0,3,1,3,1,17,4,136242.0,951,48765.0,4,1,35,52,8,57,77,17,5,6,5,8,3,6,2,5,7,9,6,2,1,2,8,9,3,4,3,10,5,1,0
0,43,28,4,4,1,6,4,7,6,5,4,124303.0,1357,57188.0,9,6,96,77,50,20,8,79,3,1,6,9,6,1,2,5,9,7,7,5,10,10,5,5,10,10,8,1,9,4,0
1,37,23,6,6,1,10,1,4,4,10,14,40789.0,1153,24683.0,7,3,55,19,37,26,10,4,7,10,10,10,3,7,1,1,8,9,1,9,10,5,9,8,5,5,6,6,2,9,0
0,19,29,4,2,0,3,5,6,5,8,7,121168.0,956,34385.0,9,3,76,52,75,44,45,12,4,8,5,6,10,1,7,8,7,4,3,1,4,7,1,1,1,10,9,5,8,10,0
1,19,43,1,1,1,7,1,1,2,10,15,143471.34999999998,1453,57566.3,5,2,39,95,23,8,79,57,9,1,3,5,7,3,5,6,1,5,5,1,8,1,4,10,8,2,4,6,8,7,0
0,29,26,5,3,0,9,6,3,3,7,15,127841.0,1524,27063.0,1,2,17,88,22,25,5,24,10,7,6,1,3,2,5,10,7,10,5,3,4,3,4,2,1,6,9,10,1,9,0
0,38,42,4,4,1,10,1,6,7,6,4,143471.34999999998,1522,24731.0,3,2,96,95,96,80,77,11,6,6,1,8,4,9,1,2,2,4,1,2,1,10,3,6,4,5,5,8,10,2,0
1,19,27,6,5,0,5,6,5,5,10,13,100417.0,1513,27788.0,6,5,48,90,51,29,23,5,8,2,5,4,4,7,7,8,7,10,2,3,8,2,7,8,10,10,4,9,10,5,0
1,21,20,2,5,0,9,6,6,4,10,15,62285.0,1101,14859.0,2,5,85,22,92,34,95,57,6,7,4,8,7,10,6,10,2,9,8,9,5,3,6,4,7,10,1,9,10,2,0
1,34,20,6,3,0,10,5,3,5,12,13,109832.0,1088,17469.0,9,6,85,31,81,96,66,94,3,4,7,6,8,5,9,10,10,6,2,9,1,6,8,2,4,8,1,10,4,4,0
0,21,37,1,3,0,3,3,3,5,11,1,133072.0,1559,13799.0,8,8,63,36,40,73,8,4,6,2,1,8,5,7,8,9,8,8,10,6,5,5,3,5,3,10,9,1,7,7,0
1,28,40,1,3,0,3,3,6,1,17,3,143471.34999999998,1046,40864.0,10,3,25,95,48,36,65,17,6,7,2,8,3,8,4,9,6,5,3,10,6,1,10,3,5,10,7,8,5,10,0
0,39,33,1,1,1,4,2,1,3,16,6,113211.0,1036,18708.0,2,8,75,79,96,95,71,96,2,7,5,4,5,5,10,7,3,1,4,1,8,2,9,3,7,10,2,7,3,8,0
0,43,20,3,6,0,7,4,7,2,15,6,116765.0,964,25161.0,6,8,46,21,69,7,77,67,1,5,7,3,6,4,8,3,10,5,3,10,10,6,2,1,6,1,4,5,10,9,0
1,21,27,5,2,0,2,6,6,3,12,14,29416.0,1539,36420.0,2,7,82,12,59,33,7,46,2,6,7,6,10,5,9,3,3,9,4,8,5,9,7,1,10,10,3,6,4,1,0
1,19,41,2,4,0,3,4,5,4,1,2,103299.0,1063,54553.0,7,2,78,23,5,70,41,65,1,5,1,7,4,2,7,4,1,1,2,7,4,9,6,3,8,2,5,2,7,8,1
0,24,28,4,6,0,1,3,4,2,8,15,44360.0,1449,53651.0,8,9,57,80,85,90,35,66,5,4,6,10,3,1,1,4,2,4,3,8,8,1,10,8,2,7,3,4,7,3,0
0,35,25,2,2,1,9,2,5,2,14,13,130439.0,903,12502.4,6,6,48,72,54,21,83,57,6,5,3,9,9,7,4,5,7,7,7,9,2,5,10,9,9,5,7,4,10,9,0
1,26,23,1,3,0,6,4,4,5,2,6,73484.0,1211,12502.4,6,3,37,50,49,77,8,24,8,5,5,9,5,2,8,5,1,8,5,3,9,3,2,5,2,1,8,3,9,3,0
1,20,37,5,2,0,2,2,2,4,5,14,41928.0,1078,57305.0,4,3,25,35,73,90,44,70,8,6,5,10,9,7,6,5,3,9,6,4,5,3,8,10,9,7,3,5,9,6,0
1,25,28,6,2,0,3,1,6,5,17,17,135725.0,1124,28461.0,10,1,53,48,86,75,72,58,3,4,10,3,7,2,8,7,7,10,5,4,6,10,9,1,9,8,4,2,6,1,0
0,41,43,5,4,0,9,4,4,6,18,8,44443.0,1471,54746.0,3,9,60,16,19,11,14,4,7,2,10,9,6,8,6,2,6,4,5,7,9,2,9,8,10,10,7,2,10,9,0
0,36,38,5,4,0,5,5,1,5,2,17,136272.0,1460,21231.0,2,8,29,43,79,41,33,4,7,7,10,9,8,4,7,4,2,5,9,10,6,4,4,3,8,6,10,8,7,3,0
0,21,29,2,1,0,9,2,1,6,4,7,143471.34999999998,1207,23734.0,9,6,19,71,55,77,24,49,5,5,7,6,1,3,1,3,8,6,4,4,5,7,9,6,8,10,5,1,6,1,0
0,35,33,3,2,0,9,3,6,4,15,13,90986.0,1420,57566.3,1,5,58,42,37,68,95,25,10,9,6,2,7,6,6,4,2,4,3,7,2,3,5,1,9,9,2,1,10,4,0
0,37,35,4,6,0,7,6,4,2,16,5,42790.0,1040,56447.0,3,6,11,95,37,44,70,96,9,1,8,3,9,1,7,3,4,1,3,1,6,3,6,5,7,6,5,2,3,1,1
0,43,30,2,3,0,9,6,3,3,18,13,79277.0,1298,27312.0,8,7,96,24,48,55,8,96,2,1,10,6,9,8,4,2,6,2,3,2,5,10,10,2,2,7,1,9,7,2,0
1,28,39,2,2,1,4,5,5,5,15,10,112625.0,1507,45824.0,8,6,40,76,4,44,62,41,7,5,6,7,6,7,10,3,2,5,8,4,9,6,7,1,10,3,1,2,9,4,0
0,43,20,5,5,1,6,6,7,7,14,16,35430.0,1482,12502.4,6,7,20,62,28,41,78,87,3,4,5,9,7,8,7,6,3,9,3,6,10,6,9,1,10,9,10,3,8,2,0
0,31,32,5,2,0,10,3,4,2,10,3,133388.0,838,28182.0,2,9,28,35,19,81,18,83,7,5,6,4,9,7,4,8,5,6,1,6,5,9,9,2,8,10,4,9,9,6,0
0,42,39,3,3,1,6,3,7,6,17,1,38136.0,1034,40048.0,3,3,29,16,11,87,15,11,6,4,5,6,7,2,3,2,3,3,1,5,2,10,8,2,4,6,5,1,10,5,0
1,35,38,5,3,0,3,4,2,1,16,12,68352.0,1197,32090.0,10,7,70,16,14,68,20,48,5,3,9,9,7,8,7,6,2,8,3,6,9,1,9,4,10,4,4,4,7,4,0
0,33,31,2,4,0,7,2,2,5,8,9,125250.0,1111,57001.0,10,1,80,48,4,61,27,6,4,8,4,3,6,6,1,3,1,7,9,3,6,8,9,3,5,5,8,6,2,9,0
0,20,35,5,3,0,1,3,4,5,15,2,89291.0,857,20875.0,1,5,48,33,78,16,10,52,2,3,8,10,1,1,1,3,6,1,9,8,1,9,4,8,10,4,8,2,9,2,1
1,32,31,3,2,0,8,4,1,3,6,11,61080.0,1107,16115.0,5,1,70,36,94,47,11,19,3,1,1,2,4,4,7,10,4,3,6,9,8,10,10,5,7,4,7,10,2,9,1
0,43,22,6,6,1,1,3,7,3,2,2,81402.0,932,29079.0,4,9,61,7,86,88,95,76,7,3,10,2,5,8,6,7,9,5,6,2,7,3,1,3,1,1,5,5,3,10,0
0,43,38,6,2,0,7,3,4,7,1,5,136367.0,1361,55299.0,7,5,39,49,52,28,23,47,8,3,4,8,2,9,9,4,5,10,10,7,1,3,7,6,2,10,6,5,4,1,0
0,21,31,1,1,1,6,2,2,1,13,4,61331.0,1301,57566.3,1,9,96,28,38,96,5,4,7,6,4,6,7,8,4,9,4,3,7,4,8,6,7,9,8,9,5,7,6,8,0
0,22,42,4,5,0,8,2,6,1,14,6,99839.0,1139,52875.0,10,1,53,79,95,87,69,35,10,6,9,7,1,7,8,1,4,9,8,9,9,7,7,9,3,7,1,5,1,8,0
0,34,43,3,1,0,3,6,4,3,11,17,26259.0,1188,38733.0,5,8,75,87,53,93,90,4,2,6,1,10,3,3,4,3,5,9,5,3,3,1,7,3,10,2,6,3,3,7,0
1,24,25,1,4,0,5,1,4,7,18,5,86783.0,1137,24990.0,10,3,27,8,40,84,53,86,6,9,4,10,5,4,8,1,6,8,3,4,4,3,6,2,6,7,7,8,2,6,0
1,33,40,4,2,0,2,3,6,4,14,17,26252.95,1360,29292.0,10,9,41,33,45,69,8,96,1,8,1,7,3,5,4,7,1,3,10,6,1,5,6,7,10,9,6,10,5,10,0
1,31,32,1,6,0,5,3,5,7,8,5,132372.0,1508,56072.0,6,5,32,24,50,52,43,48,9,4,4,4,1,3,6,1,6,8,1,2,1,1,5,4,9,6,8,8,3,6,0
0,43,32,1,3,0,7,4,4,3,8,17,102781.0,1291,23376.0,10,9,87,57,73,79,51,76,3,1,2,9,3,8,3,4,7,1,5,10,4,4,5,6,4,1,3,3,7,10,0
0,33,36,2,1,0,9,6,1,5,10,12,137491.0,1050,40697.0,8,3,32,15,55,96,85,9,8,10,1,3,10,4,5,10,10,10,1,8,5,2,1,6,7,8,6,7,10,8,0
0,24,43,6,2,0,10,4,7,2,10,12,78958.0,1241,46628.0,3,8,65,57,57,33,28,68,10,4,8,4,5,10,10,6,3,5,10,3,10,10,5,5,4,10,1,5,2,7,1
1,26,37,3,2,0,8,6,1,6,9,10,143471.34999999998,1330,53410.0,8,6,73,48,56,89,79,8,1,7,9,10,10,3,5,10,1,3,1,2,10,1,1,4,3,10,1,8,1,2,0
0,21,23,1,3,0,9,4,3,3,4,7,143471.34999999998,1145,13847.0,6,4,4,73,82,72,53,38,8,4,9,10,2,5,2,2,3,1,1,10,6,6,1,3,5,6,2,6,4,10,0
0,39,36,3,2,0,2,4,4,7,4,8,143471.34999999998,1343,44869.0,5,8,14,74,58,63,54,21,6,3,9,4,9,4,1,6,6,1,6,9,6,9,8,6,7,4,8,4,1,3,0
1,28,43,3,4,0,2,5,2,4,1,17,87763.0,1514,49060.0,9,4,42,51,92,72,22,16,5,3,3,7,7,3,8,8,2,9,8,5,10,8,6,1,1,10,5,7,3,2,0
0,19,42,6,6,1,3,6,4,6,7,8,77764.0,1417,15164.0,5,6,60,4,43,58,95,29,2,3,2,7,1,9,10,2,9,1,4,4,9,9,3,2,5,4,10,9,10,2,0
1,29,25,3,4,0,9,3,6,7,12,8,131933.0,1046,33724.0,8,2,8,28,33,59,9,12,5,3,8,5,10,6,8,4,8,9,4,9,8,4,1,9,3,7,2,9,5,1,0
1,29,23,3,4,0,2,5,3,4,10,5,59521.0,1051,34952.0,3,3,50,90,96,4,23,87,6,3,9,4,6,3,7,7,1,9,5,1,2,6,8,10,5,5,5,8,4,8,0
1,21,37,1,1,1,9,6,1,7,9,10,65224.0,1559,32075.0,2,2,69,29,21,84,94,26,1,10,3,2,5,9,3,2,2,6,10,4,6,9,3,8,10,7,3,6,8,5,0
0,35,40,3,2,0,3,6,1,7,1,6,67726.0,962,12502.4,8,6,52,95,23,96,57,16,7,7,8,3,2,10,4,10,3,4,6,5,5,3,4,2,2,5,5,8,8,9,0
0,43,32,4,6,0,6,6,6,2,15,14,116714.0,1136,27052.0,10,2,96,46,4,28,9,56,9,4,7,3,3,2,1,9,10,1,9,3,6,7,7,6,8,8,5,7,2,3,0
0,38,43,5,4,0,9,2,3,5,14,15,143471.34999999998,900,30341.0,1,8,27,23,96,96,63,4,5,2,4,1,5,8,8,5,10,3,10,4,4,3,1,2,7,10,6,2,9,10,0
0,24,20,4,1,0,4,5,5,2,16,11,77127.0,1319,26711.0,4,7,11,54,61,74,55,76,1,9,3,9,4,2,6,6,1,9,3,6,8,2,7,1,5,3,5,1,7,5,1
0,19,27,2,1,0,3,3,1,3,15,13,143471.34999999998,864,48876.0,6,4,68,12,9,96,44,47,7,7,9,2,1,10,2,1,1,6,1,10,8,8,6,7,7,8,9,5,7,10,0
0,43,32,3,5,0,3,6,5,2,4,11,95240.0,863,57566.3,10,9,4,80,6,81,39,14,4,10,3,1,1,7,5,8,9,7,3,4,1,2,4,3,5,7,4,1,9,3,0
0,43,41,3,2,0,10,3,4,5,4,15,138994.0,1449,23846.0,5,3,59,78,94,53,89,11,1,9,10,10,7,3,9,1,1,1,4,9,9,9,2,4,7,10,6,8,1,3,1
1,40,33,6,1,0,2,4,7,4,7,9,103739.0,1155,31994.0,3,7,82,63,89,54,26,55,6,6,1,2,10,3,8,3,9,4,7,6,8,10,4,4,1,5,8,8,4,9,1
0,43,34,1,1,1,8,1,2,5,8,12,61466.0,900,17889.0,4,9,45,9,89,4,95,67,9,5,1,9,5,5,10,1,4,1,10,7,1,5,1,8,9,8,4,5,2,8,0
1,30,36,2,3,0,7,6,7,6,9,11,46581.0,991,20763.0,4,9,16,88,72,41,87,69,6,2,10,10,8,8,10,2,1,3,4,10,4,4,5,1,8,8,7,2,10,7,0
0,23,28,6,2,0,4,3,1,4,12,4,37385.0,1559,34034.0,6,9,10,75,21,60,5,37,4,5,5,2,1,2,1,3,1,8,6,7,9,7,4,7,7,7,7,10,9,8,0
0,23,33,5,5,1,4,4,5,7,1,13,64148.0,1241,45247.0,6,7,61,45,57,56,40,84,4,8,7,2,10,9,8,2,6,6,6,9,10,5,6,8,2,6,9,5,4,2,0
0,29,22,6,5,0,4,5,2,7,7,4,143471.34999999998,1146,43303.0,6,6,33,61,59,69,95,12,10,8,5,10,2,5,7,1,3,9,8,8,4,7,7,1,2,7,1,7,10,7,0
1,25,22,6,5,0,6,6,6,1,4,5,29951.0,1559,36345.0,8,7,85,22,4,17,17,85,5,4,10,10,1,4,9,10,9,1,10,3,5,3,10,5,7,3,5,3,8,6,0
1,41,43,5,6,0,4,4,2,2,16,17,116161.0,883,34327.0,9,4,64,85,59,86,5,9,2,6,6,9,5,7,7,9,9,8,10,2,8,6,4,9,2,9,10,3,2,3,0
1,39,31,4,6,0,9,2,4,2,4,2,139076.0,984,13949.0,6,7,14,16,9,31,9,96,1,1,8,6,1,7,1,2,9,7,6,1,6,5,2,7,1,9,4,3,4,1,0
1,36,35,4,6,0,5,3,4,5,9,16,68203.0,1353,37112.0,5,1,81,12,72,4,48,42,5,2,10,5,10,3,6,4,6,10,7,10,3,8,7,8,9,5,1,4,4,7,0
0,22,43,5,5,1,7,5,3,6,9,16,143471.34999999998,1423,41773.0,3,9,33,63,33,26,83,70,9,7,2,4,6,2,9,1,10,3,6,4,6,9,8,3,8,10,3,4,2,9,0
1,35,25,3,4,0,4,2,5,4,3,15,97744.0,1494,41147.0,6,7,86,39,22,40,10,85,6,6,3,9,2,7,1,3,7,7,5,4,6,1,10,2,7,6,5,1,8,10,0
0,22,22,1,5,0,8,2,5,2,16,13,99025.0,1051,31795.0,1,2,4,89,50,22,40,46,2,6,8,3,7,8,9,5,3,2,1,3,1,5,9,8,2,7,5,9,4,2,0
0,42,24,5,2,0,6,6,6,1,1,9,66769.0,1401,22818.0,10,6,62,86,94,61,25,50,2,7,6,7,3,8,10,7,1,6,2,5,6,8,10,9,1,6,7,6,1,1,1
1,27,33,4,1,0,2,1,3,5,9,16,55566.0,1055,12502.4,1,9,88,56,92,65,25,37,6,5,2,4,5,7,5,8,9,5,2,4,1,9,10,6,6,5,9,7,9,9,0
1,19,40,6,2,0,6,5,4,1,12,5,141370.0,1546,34425.0,1,4,96,82,73,4,5,32,6,8,7,10,10,4,9,5,2,6,5,9,3,4,1,5,5,6,4,3,8,9,0
1,27,31,1,4,0,6,3,5,2,17,1,143058.0,1009,27155.0,8,1,18,52,48,24,55,24,2,6,10,9,8,10,2,5,4,8,4,5,8,2,5,8,10,5,8,8,5,10,0
1,22,22,5,2,0,9,2,7,3,2,5,29783.0,1327,37468.0,2,3,89,48,70,44,65,59,8,3,8,9,7,2,4,4,9,2,10,4,10,3,9,2,2,10,5,4,7,1,0
1,29,41,6,2,0,9,3,2,7,2,1,78799.0,1128,51124.0,3,5,38,65,62,9,5,54,2,8,8,3,4,7,2,10,8,6,10,1,6,1,4,5,5,1,5,2,7,2,0
1,39,26,3,1,0,4,4,1,5,8,10,135920.0,1224,25344.0,3,4,28,61,10,94,20,82,3,2,8,10,4,4,9,9,1,7,4,3,6,9,7,6,9,7,3,1,10,4,0
1,43,21,6,6,1,3,5,3,7,1,12,37588.0,1327,12502.4,3,7,94,36,55,33,91,78,3,2,9,4,6,3,7,5,4,6,6,1,9,1,5,10,10,7,3,9,3,2,0
1,24,21,5,5,1,5,6,7,7,18,5,126543.0,1234,55941.0,4,2,34,38,4,28,95,47,5,1,7,6,5,6,1,3,2,10,4,3,1,5,9,8,9,1,7,1,7,1,0
0,26,33,6,6,1,1,3,5,4,17,1,56582.0,1453,14699.0,5,6,25,90,79,71,26,23,9,5,2,8,3,7,6,8,6,2,6,6,6,8,2,3,8,4,3,7,5,10,0
1,39,41,4,1,0,3,3,4,4,15,8,94569.0,1559,12502.4,1,5,56,86,72,4,71,18,10,9,4,2,8,6,2,10,3,4,9,6,6,7,2,9,5,8,9,4,1,1,0
1,38,34,5,3,0,3,6,4,5,4,10,67831.0,1396,53587.0,9,4,24,4,96,55,22,24,6,8,6,9,5,6,8,9,2,7,5,9,3,5,6,6,9,2,4,1,1,3,0
0,29,32,6,6,1,7,2,3,5,10,2,93735.0,997,24548.0,5,6,4,70,19,20,88,86,10,9,1,10,5,1,4,8,2,6,4,6,8,2,1,10,2,6,5,2,1,2,0
1,40,21,4,2,0,9,2,1,3,16,11,102204.0,1256,40013.0,7,5,96,60,54,4,50,29,5,1,8,5,8,1,5,4,9,3,5,3,3,1,6,3,5,7,5,4,6,10,0
0,19,23,3,6,0,4,6,7,2,13,10,129312.0,1488,56609.0,10,5,85,62,4,55,15,50,4,1,10,1,6,3,8,8,1,3,5,9,5,5,6,1,9,3,7,1,9,8,0
0,28,33,6,3,0,10,6,2,3,3,11,47589.0,1367,21916.0,4,3,34,52,27,18,93,82,6,4,10,2,1,9,7,2,7,9,4,2,4,6,9,9,4,10,2,4,10,7,0
1,38,21,6,1,0,3,5,7,3,1,1,100370.0,917,57566.3,5,1,63,95,42,93,5,32,4,2,10,4,7,10,5,7,10,7,4,5,6,5,6,3,7,5,5,3,7,6,1
0,32,23,3,4,0,2,4,6,2,17,4,135827.0,1471,38635.0,2,8,33,16,81,68,50,4,10,2,3,1,5,1,3,3,5,6,3,7,7,9,5,9,9,10,8,5,3,3,0
0,19,22,6,3,0,3,3,1,7,10,5,68056.0,1559,19589.0,6,9,26,32,96,79,93,7,5,2,3,6,7,6,9,4,8,1,3,3,10,3,5,9,2,8,6,9,5,2,0
0,37,33,1,6,0,2,1,6,7,17,7,36936.0,837,57566.3,6,7,88,62,25,57,63,82,5,7,3,6,4,4,7,10,3,9,6,4,7,6,1,1,9,4,6,6,6,2,0
0,24,42,3,2,0,5,4,1,5,11,17,121647.0,1098,21702.0,8,3,55,36,19,96,31,10,10,1,1,7,10,9,2,5,1,3,10,2,6,9,7,2,7,2,3,4,10,7,0
1,38,33,3,4,0,7,6,4,6,3,12,136165.0,1390,41134.0,10,6,61,45,49,96,26,95,9,2,9,9,7,3,8,10,10,9,7,8,2,7,5,2,6,9,10,8,4,4,0
0,29,27,3,4,0,4,1,6,5,11,8,32553.0,837,33907.0,6,2,43,94,67,84,12,4,5,10,8,3,7,4,5,9,3,2,3,7,6,5,6,2,6,4,1,2,3,3,0
1,39,26,5,2,0,6,1,4,1,11,10,104404.0,1516,18564.0,9,4,4,24,5,60,53,92,10,4,6,2,2,8,3,2,8,4,9,7,5,2,8,10,1,9,3,6,5,5,0
0,35,21,3,4,0,7,1,2,4,12,7,35540.0,1355,20773.0,2,2,56,47,66,19,14,47,10,8,6,7,3,2,9,10,3,4,3,6,6,6,10,4,10,10,2,8,2,6,0
0,20,31,3,6,0,10,1,3,6,16,16,138162.0,1556,12502.4,6,5,53,41,25,37,5,4,5,8,7,9,2,2,2,4,7,1,5,7,10,9,8,3,7,5,4,8,2,4,0
0,24,21,5,3,0,4,5,5,3,13,12,143471.34999999998,1559,48126.0,2,8,62,25,4,4,5,81,7,4,9,3,4,8,2,1,7,10,1,6,5,8,6,2,5,7,4,7,3,6,0
0,28,29,4,3,0,8,6,1,1,8,4,39380.0,1502,57566.3,2,3,62,53,44,17,84,4,5,3,5,6,3,7,4,1,1,1,8,9,1,2,6,9,4,5,10,5,9,1,0
1,35,41,2,3,0,8,2,3,3,7,7,60696.0,1439,41692.0,2,5,30,61,57,40,15,49,4,1,3,2,5,1,3,7,6,5,5,9,8,2,8,1,10,5,4,5,6,5,0
1,29,27,4,2,0,1,5,1,7,3,7,112214.0,937,44549.0,1,9,92,61,4,37,79,75,2,9,2,7,10,2,7,5,9,3,6,7,2,7,3,6,3,8,9,2,3,2,0
0,23,21,3,3,1,5,4,7,3,7,16,109087.0,1192,49803.0,7,1,4,4,50,55,5,35,10,6,9,4,8,6,6,10,3,7,4,3,9,6,5,5,7,2,6,3,6,5,0
0,22,35,6,1,0,5,3,2,7,3,7,116400.0,837,49162.0,5,9,29,86,36,94,46,70,5,5,5,8,8,4,2,7,4,9,2,3,10,8,4,8,1,5,5,1,8,6,0
1,43,30,6,3,0,7,6,2,3,12,9,27902.0,1375,51915.0,3,8,95,95,37,17,28,60,4,8,4,8,9,5,10,5,5,7,10,10,7,7,7,4,8,4,4,3,5,5,0
0,19,30,1,4,0,6,5,4,1,14,13,136802.0,1103,23854.0,3,4,93,48,67,37,70,73,7,9,6,3,3,2,2,8,3,6,4,6,6,5,8,2,5,2,6,8,2,3,1
0,29,31,2,3,0,6,1,4,5,10,15,65381.0,1540,23566.0,7,6,27,87,59,53,69,96,6,3,2,6,9,4,3,2,6,7,2,4,6,1,3,1,6,4,10,10,1,8,0
0,43,35,1,3,0,5,3,2,1,4,16,26252.95,985,52811.0,4,7,56,67,4,92,43,46,5,10,9,5,7,2,9,9,1,3,6,6,8,10,3,9,9,8,9,6,4,8,0
1,43,19,1,2,0,6,4,7,3,10,14,106154.0,1559,47799.0,3,4,9,71,4,95,64,52,7,6,8,3,6,6,9,6,1,8,5,8,6,9,5,4,1,10,7,7,1,5,0
1,28,38,4,3,0,5,4,5,4,9,16,38456.0,1464,52367.0,4,7,4,10,47,66,9,86,10,6,7,6,10,7,9,10,1,4,8,5,6,1,2,2,10,2,9,1,10,10,1
1,21,33,6,2,0,5,6,1,3,2,15,26252.95,1369,57566.3,8,8,12,21,46,60,78,75,6,1,5,1,9,2,3,1,10,2,2,4,8,1,3,6,8,1,9,7,9,3,0
0,43,32,5,6,0,8,2,5,7,14,7,57926.0,1505,13252.0,8,9,16,44,96,74,79,10,6,10,7,3,8,6,7,1,10,7,8,8,10,2,1,5,4,3,2,3,9,8,0
0,35,39,6,3,0,5,4,3,2,2,8,34082.0,1150,54064.0,8,7,24,77,27,63,57,60,9,10,10,4,10,7,3,3,7,8,7,2,7,5,9,1,8,8,6,6,2,10,0
1,21,42,5,1,0,6,1,1,7,2,10,61593.0,972,29756.0,3,5,91,33,51,46,12,14,7,8,3,4,4,8,6,5,3,10,3,4,9,6,3,4,5,9,1,2,9,10,0
1,34,22,6,5,0,8,2,7,7,13,12,139414.0,1450,53206.0,7,9,24,27,50,24,81,4,2,3,2,2,9,6,7,4,7,1,7,6,4,7,10,10,9,6,8,2,8,9,0
1,19,23,5,4,0,1,1,5,2,6,13,38579.0,1489,49455.0,8,3,45,4,60,87,95,74,5,7,10,8,6,9,1,7,6,8,6,4,7,10,7,6,10,9,7,10,1,2,0
1,41,23,3,3,1,4,6,3,5,15,15,130078.0,1192,27057.0,8,8,49,78,44,66,21,63,4,7,10,6,3,9,8,2,2,1,7,5,9,5,2,4,9,1,9,2,3,8,0
0,39,20,2,1,0,1,6,3,2,1,16,124374.0,1176,29171.0,10,4,21,35,6,54,95,9,4,9,5,2,10,4,6,7,9,6,5,10,1,9,4,3,7,3,5,7,3,6,0
1,19,33,2,3,0,8,3,5,4,8,11,96233.0,1311,54325.0,5,1,30,34,6,76,75,73,7,9,2,6,9,1,3,2,8,5,1,8,5,10,10,1,5,6,4,9,3,4,1
